pipeline_type,opt_sequence,circuit_type,num_qubits,status,error,Gate Count,Circuit Depth,2Q Count,2Q Depth
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,10,success,,113.0,40.0,9.0,9.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,15,success,,173.0,55.0,14.0,14.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,20,success,,233.0,70.0,19.0,19.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,5,success,,14.0,10.0,4.0,4.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,10,success,,24.0,15.0,9.0,9.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,15,success,,34.0,20.0,14.0,14.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,20,success,,44.0,25.0,19.0,19.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,5,success,,1123.0,793.0,168.0,147.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,5,success,,145.0,75.0,20.0,14.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,10,success,,680.0,215.0,90.0,44.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,15,success,,1610.0,337.0,210.0,66.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,20,success,,2790.0,441.0,380.0,82.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,5,success,,185.0,99.0,20.0,18.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,10,success,,750.0,274.0,90.0,48.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,5,success,,153.0,83.0,19.0,17.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,10,success,,694.0,210.0,85.0,39.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,15,success,,1733.0,430.0,209.0,79.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,20,success,,2828.0,599.0,379.0,121.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,5,success,,58.0,31.0,8.0,6.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,10,success,,123.0,61.0,18.0,11.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,15,success,,188.0,91.0,28.0,16.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,20,success,,253.0,121.0,38.0,21.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Half Adder Circuit,5,success,,139.0,81.0,19.0,15.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Half Adder Circuit,15,success,,936.0,398.0,151.0,79.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,5,success,,36.0,13.0,2.0,2.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,10,success,,63.0,15.0,4.0,4.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,15,success,,101.0,28.0,7.0,7.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,20,success,,128.0,40.0,9.0,9.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,5,success,,35.0,25.0,5.0,4.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,10,success,,70.0,21.0,10.0,5.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,15,success,,105.0,24.0,15.0,4.0
random_sample,qlego-tket_DecomposeSingleQubitsTK1Pass -> qlego-tket_FullPeepholeOptimizePass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,20,success,,140.0,21.0,20.0,5.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,5,success,,77.0,34.0,7.0,7.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,10,success,,181.0,42.0,21.0,18.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,15,success,,309.0,88.0,44.0,44.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,20,success,,380.0,110.0,64.0,57.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,5,success,,9.0,9.0,4.0,4.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,10,success,,14.0,14.0,9.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,15,success,,19.0,19.0,14.0,14.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,20,success,,24.0,24.0,19.0,19.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,5,success,,3165.0,1844.0,371.0,336.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,5,success,,37.0,22.0,12.0,12.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,10,success,,107.0,58.0,57.0,33.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,15,success,,232.0,110.0,138.0,72.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,20,success,,5951.0,1524.0,941.0,405.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,5,success,,90.0,38.0,12.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,10,success,,153.0,57.0,63.0,42.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,15,success,,334.0,122.0,156.0,81.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,5,success,,95.0,38.0,12.0,9.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,10,success,,152.0,55.0,48.0,33.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,15,success,,349.0,127.0,147.0,72.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,20,success,,6200.0,1860.0,959.0,435.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,5,success,,93.0,44.0,8.0,8.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,10,success,,233.0,90.0,18.0,13.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,15,success,,357.0,132.0,28.0,19.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,20,success,,513.0,269.0,38.0,38.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Half Adder Circuit,5,success,,329.0,174.0,31.0,25.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Half Adder Circuit,15,success,,2559.0,858.0,349.0,198.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,5,success,,47.0,27.0,2.0,2.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,10,success,,111.0,61.0,7.0,7.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,15,success,,256.0,105.0,19.0,15.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,20,success,,301.0,154.0,24.0,23.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,5,success,,86.0,50.0,11.0,10.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,10,success,,239.0,38.0,19.0,7.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,15,success,,478.0,82.0,39.0,13.0
random_sample,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-tket_RemovePhaseOpsPass -> qlego-qiskit_CollectCliffordsPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,20,success,,384.0,37.0,20.0,4.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_CliffordSimpPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,DJ Circuit,5,success,,24.0,12.0,4.0,4.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_CliffordSimpPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,DJ Circuit,10,success,,39.0,16.0,9.0,9.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_CliffordSimpPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,DJ Circuit,15,success,,159.0,24.0,14.0,14.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_CliffordSimpPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,DJ Circuit,20,success,,214.0,29.0,19.0,19.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_CliffordSimpPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,GHZ Circuit,5,success,,9.0,9.0,4.0,4.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_CliffordSimpPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,GHZ Circuit,10,success,,14.0,14.0,9.0,9.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_CliffordSimpPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,GHZ Circuit,15,success,,19.0,19.0,14.0,14.0
random_sample,qlego-qiskit_Optimize1qGateSimpleCommutationPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_CliffordSimpPass -> qlego-qiskit_CollectMultiQBlocksPass -> qlego-qiskit_RemoveIdentityEquivalentPass -> qlego-tket_SimplifyMeasuresPass,GHZ Circuit,20,success,,24.0,24.0,19.0,19.0
