pipeline_type,opt_sequence,circuit_type,num_qubits,status,error,Gate Count,Circuit Depth,2Q Count,2Q Depth
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,DJ Circuit,20,failed,RuntimeError: Server connection unexpectedly closed.,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,GHZ Circuit,5,success,,7.0,7.0,4.0,4.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,GHZ Circuit,10,success,,12.0,12.0,9.0,9.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,GHZ Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,GHZ Circuit,20,failed,RuntimeError: Server connection unexpectedly closed.,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Grover Circuit,5,failed,RuntimeError: Server connection unexpectedly closed.,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Grover Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,QFT Circuit,5,success,,27.0,15.0,12.0,9.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,QFT Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,QFT Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,QFT Circuit,20,failed,RuntimeError: Server connection unexpectedly closed.,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Amplitude Estimation Circuit,5,success,,36.0,21.0,12.0,9.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Amplitude Estimation Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Amplitude Estimation Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Quantum Phase Estimation Circuit,5,success,,37.0,21.0,12.0,9.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Quantum Phase Estimation Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Quantum Phase Estimation Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Quantum Phase Estimation Circuit,20,failed,RuntimeError: Server connection unexpectedly closed.,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,W State Circuit,5,success,,33.0,20.0,8.0,6.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,W State Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,W State Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,W State Circuit,20,failed,RuntimeError: Server connection unexpectedly closed.,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Half Adder Circuit,5,failed,RuntimeError: Server connection unexpectedly closed.,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Half Adder Circuit,15,failed,RuntimeError: Server connection unexpectedly closed.,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,BV Circuit,5,failed,RuntimeError: Server connection unexpectedly closed.,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,BV Circuit,10,success,,56.0,32.0,7.0,7.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,BV Circuit,15,success,,104.0,53.0,19.0,15.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,BV Circuit,20,success,,133.0,79.0,24.0,24.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Graph State Circuit,5,success,,56.0,35.0,11.0,8.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Graph State Circuit,10,success,,118.0,31.0,28.0,11.0
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Graph State Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
sdk_chain_bqskit,qlego-bqskit_GroupSingleQuditGatePassPass -> qlego-bqskit_ScanningGateRemovalPassPass -> qlego-bqskit_QuickPartitionerPass,Graph State Circuit,20,failed,RuntimeError: Server connection unexpectedly closed.,,,,
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,5,success,,43.0,19.0,7.0,7.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,10,success,,103.0,39.0,24.0,24.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,15,success,,162.0,67.0,44.0,43.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,DJ Circuit,20,success,,221.0,90.0,64.0,62.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,5,success,,12.0,8.0,4.0,4.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,10,success,,22.0,13.0,9.0,9.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,15,success,,32.0,18.0,14.0,14.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,GHZ Circuit,20,success,,42.0,23.0,19.0,19.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,5,success,,1008.0,777.0,390.0,356.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,5,success,,82.0,53.0,32.0,28.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,10,success,,364.0,184.0,189.0,114.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,15,success,,897.0,378.0,522.0,252.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,QFT Circuit,20,success,,1609.0,562.0,959.0,392.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,5,success,,301.0,245.0,54.0,54.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,10,success,,8013.0,6818.0,1193.0,1136.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Amplitude Estimation Circuit,15,success,,246586.0,213302.0,33230.0,32993.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,5,success,,91.0,68.0,32.0,32.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,10,success,,369.0,187.0,182.0,117.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,15,success,,906.0,374.0,492.0,252.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Quantum Phase Estimation Circuit,20,success,,1663.0,627.0,959.0,418.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,5,success,,78.0,46.0,8.0,6.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,10,success,,173.0,91.0,18.0,11.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,15,success,,268.0,136.0,28.0,16.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,W State Circuit,20,success,,363.0,181.0,38.0,21.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Half Adder Circuit,5,success,,72.0,58.0,34.0,33.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Half Adder Circuit,15,success,,945.0,493.0,384.0,224.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,5,success,,31.0,16.0,2.0,2.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,10,success,,65.0,33.0,7.0,7.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,15,success,,118.0,54.0,19.0,15.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,BV Circuit,20,success,,152.0,80.0,24.0,24.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,5,success,,61.0,26.0,11.0,10.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,10,success,,128.0,35.0,28.0,13.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,15,success,,186.0,26.0,36.0,11.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-qiskit_OptimizeCliffordTPass -> qlego-qiskit_Collect2qBlocksPass -> qlego-qiskit_OptimizeSwapBeforeMeasurePass,Graph State Circuit,20,success,,259.0,38.0,59.0,13.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,DJ Circuit,5,success,,77.0,35.0,7.0,7.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,DJ Circuit,10,success,,184.0,58.0,24.0,24.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,DJ Circuit,15,success,,196.0,77.0,41.0,40.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,DJ Circuit,20,success,,266.0,101.0,61.0,59.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,GHZ Circuit,5,success,,9.0,9.0,4.0,4.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,GHZ Circuit,10,success,,14.0,14.0,9.0,9.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,GHZ Circuit,15,success,,19.0,19.0,14.0,14.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,GHZ Circuit,20,success,,24.0,24.0,19.0,19.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Grover Circuit,5,success,,1506.0,946.0,331.0,307.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Grover Circuit,10,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Grover Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Grover Circuit,20,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,QFT Circuit,5,success,,37.0,19.0,12.0,9.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,QFT Circuit,10,success,,125.0,59.0,75.0,42.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,QFT Circuit,15,success,,324.0,132.0,249.0,120.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,QFT Circuit,20,success,,3658.0,1190.0,833.0,373.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Amplitude Estimation Circuit,5,success,,52.0,29.0,12.0,9.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Amplitude Estimation Circuit,10,success,,173.0,82.0,93.0,60.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Amplitude Estimation Circuit,15,failed,Timeout: pipeline exceeded 50s,,,,
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Quantum Phase Estimation Circuit,5,success,,57.0,29.0,12.0,9.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Quantum Phase Estimation Circuit,10,success,,159.0,68.0,84.0,48.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Quantum Phase Estimation Circuit,15,success,,427.0,172.0,282.0,138.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Quantum Phase Estimation Circuit,20,success,,3913.0,1391.0,838.0,379.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,W State Circuit,5,success,,53.0,30.0,8.0,6.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,W State Circuit,10,success,,113.0,60.0,18.0,11.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,W State Circuit,15,success,,173.0,90.0,28.0,16.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,W State Circuit,20,success,,233.0,120.0,38.0,21.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Half Adder Circuit,5,success,,163.0,112.0,28.0,27.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,Half Adder Circuit,15,success,,1233.0,527.0,343.0,198.0
random_sample,qlego-qiskit_Optimize1qGatesPass -> qlego-bqskit_IterativeScanningGateRemovalPassPass -> qlego-tket_KAKDecompositionPass -> qlego-qiskit_RemoveIdentityEquivalentPass,BV Circuit,5,success,,47.0,27.0,2.0,2.0
